     13263
    346882 1595525491        1      0
    752739 2301132132        1      0
   1101053  317064777        5      0
   1299343 3674252249        1      0
   1855871  553919554        1      0
   2303621 3480529113        1      0
   3296830 1685194497       16      0
   3336720  564621809        1      0
   3986450  501376408        6      0
   4225356 1118660501        1      0
   4235365 2933426141        1      0
   4451924 3045979160        1      0
   4457176   29898531        1      0
   4942652 3088217329        1      0
   5109017  742471932        1      0
   5544843 2790885003        3      0
   5964562 2500929666        2      0
   6533365 2279096855        7      0
   8128442 3536440087        5      0
   9375306 1286960932        3      0
  10094058 1627652935        1      0
  10248421  272210796        1      0
  10453996 4160060421       15      0
  10639206  331164673        1      0
  10717690 3560958919        1      0
  11021346  397124691        3      0
  11151662  478461102        3      0
  11299044 3072857264        3      0
  11417511  712879735        1      0
  11879340 1124572702        1      0
  11962934 2474939368        1      0
  12349668 1840862478        2      0
  12481310  440813126        2      0
  14121933  331285276        1      0
  14196543 3741251355        8      0
  14689808 4068571830        1      0
  14826790 2679946582        1      0
  15675549 1585525892        1      0
  15865830 1449867568        1      0
  16187931 3916697861        1      0
  16331360 1969425562       26      0
  16449702 2158106588        1      0
  16953366 1806867715        3      0
  17295399 3388902972        2      0
  17927644 3785917616        1      0
  17996038 4078745385        1      0
  18093890  592229111       17      0
  18872052 1189084762        2      0
  19298738 1951342393        6      0
  19365254 2065983897        5      0
  19511411  219331899        7      0
  19659680 2441999290       15      0
  19808575 2479434472        6      0
  20077041 1733538592        1      0
  20318029  196505654        1      0
  20414986 1283026925        5      0
  20566631 3848579581        1      0
  20629414 1702379496        1      0
  21161203  603085841        1      0
  21240205 2467917765        1      0
  21458425 2886645691        2      0
  21712838   73551576        9      0
  21723882 1186441798        2      0
  22026128  453021765        1      0
  22391120 1735058756        6      0
  22528395 2573305683        3      0
  22695188  948610658        8      0
  22761184 3147034899        3      0
  23799996 3215813668        1      0
  23803721 4034684342        1      0
  24081969  161652002       18      0
  24406381 1052694282        1      0
  24507785  983837860        2      0
  24585487  570450987      253      0
  25046318 3138574238        1      0
  25605506   70093675        2      0
  25663813 1955223677        6      0
  25903359 1153419872        1      0
  26027077 1964293839        1      0
  26180710 2034554502        1      0
  26665036 1729557211        7      0
  26786750 4009099070        3      0
  26960380 3340727275        7      0
  27257002 4159934637        7      0
  27936106  689609445        3      0
  28233220 2416644102        1      0
  28236356 1846001631        2      0
  28317806 3314024820        1      0
  28466975 2514842699        4      0
  29123721 2038185591        2      0
  29719635 4017167424       12      0
  30051925 2177742123        5      0
  30216502  798137993        1      0
  30591598 3878427134       83      0
  30939688 3589279196        1      0
  31069557 1083719193        2      0
  31097862 3975447797        4      0
  31135607 3035340777        6      0
  31474056 1523383813        1      0
  31639965  938587777        5      0
  31653084  862621386        7      0
  32734150 2449184664        1      0
  34072099 1836459395        1      0
  34829349 3746083371        1      0
  35445597 1148717116       11      0
  35976595 4254481295        1      0
  36077392 3289213341        2      0
  36127842 3454012131        1      0
  36173346  284617697        1      0
  36323699 3080583736        1      0
  36323719 3514561319        3      0
  36842769 1888151887       10      0
  37184389 1177683854        1      0
  37349168 1448763932        3      0
  37508479 3357341935        1      0
  37873059 3493626329        5      0
  38698718 2552392968        1      0
  39432361 3818800667        1      0
  40033749  921449817        1      0
  40128723 2573968896        1      0
  40151373  808451764        1      0
  40176748 2211640896        7      0
  40615008   15068038        3      0
  40969939  728676493        1      0
  41717137 4032699644       31      0
  41938148 1431385975        1      0
  42192460 3607119017        1      0
  42239134 2311309073        1      0
  42643503 2341580645        2      0
  42732138 4023924492       53      0
  42922694 1788760072        4      0
  43031169 4090192477        1      0
  43499732 3524062760        1      0
  43554603 3072968811        6      0
  43647427  121480669        1      0
  43691666 1831079217        5      0
  43842450 3463815247        3      0
  44537076 1496990706        1      0
  44563668 3505269378        3      0
  45018725 1603584114        1      0
  45364739 1722092676        1      0
  45384038  589151497        1      0
  46335485 3110288698        1      0
  46493329 2879155144        4      0
  46527228 3577631895        2      0
  46536176 3840115200        3      0
  47473814  615360582        2      0
  48247581 2116826228        1      0
  48477229  348099128        7      0
  48656694 3485463826        2      0
  48971925 3760358275        1      0
  49816003 1007575983        1      0
  49829093  653693987        3      0
  51016781  727556620        1      0
  51932599  657306634        1      0
  52049849  641044979       11      0
  53107892 1778034130        3      0
  53171663  983807478       17      0
  53264575  302930854       42      0
  53438241 1984280764        2      0
  53517004  399546994        1      0
  53738449 1550961390        2      0
  54265948 3159461936        1      0
  55498258  405659877        1      0
  55536516 1200449391        1      0
  55621206 4001139992        1      0
  55706153 2508514506        2      0
  56519289 1142987747        1      0
  56952673 2610802849       33      0
  57378945 2990723815        1      0
  57431872 2519850707        2      0
  57802029  859742110        3      0
  58489640  794351858        1      0
  58624315 3268539540        1      0
  59137777  800249470        1      0
  59139247 2401094553       12      0
  59216230 4202553046        1      0
  59376445  149964389        1      0
  59391682 3597934942        1      0
  59663138 3513321914        1      0
  59792597 1662797452        2      0
  60680390 1207419376        1      0
  60779068  634981214        1      0
  61231531 2884121100        1      0
  62374761 2351404416        1      0
  62993078  592058657        1      0
  63166284   47759912        6      0
  63460372  832653420        1      0
  63573677 4106679356        1      0
  63743526 4239332020        7      0
  63911986 4180041987        5      0
  64090029 3882145435        1      0
  64818155 1902636779        1      0
  64986955 3998667050       13      0
  65085674 2028711497        9      0
  65554599 1105111100        1      0
  65619526 4136688389        3      0
  65958735 1206620747        1      0
  66082331 3009785447        1      0
  66859606  894867983        1      0
  66981459 3014101061        1      0
  67227082 3256969056       14      0
  67331768 3773412999        1      0
  68016234  305635700       12      0
  68334941  950190493        1      0
  68595315 3845032836        3      0
  68712303 2301136362        1      0
  68812381  130838911      109      0
  68988571 3652821338        2      0
  71015261 1913184820       94      0
  71227348 1855599509        1      0
  71907967 3513468262        2      0
  72213980 2077266138        1      0
  72459602 3476015466        6      0
  73321349  829623496        5      0
  74095663 3854681252        9      0
  74393473 2563657641        1      0
  74403562 1898747493        1      0
  74423150  327028319       22      0
  75060930 2376614999        2      0
  75383797 2544479783        2      0
  75984897 3634290138        2      0
  76152801 4047617948        4      0
  76223004 2087323738        1      0
  77032726  231816988        2      0
  77163191 2367210440       71      0
  77407452  321832974        1      0
  77462812  331086349        1      0
  79062667 1297128525        1      0
  79149499 2246911647        3      0
  79262054 1930139559        1      0
  79647720 3686138061        1      0
  79817007 4033207760        1      0
  80194895 1350548171        2      0
  80330777 4057667662        1      0
  80485141 3331049504        1      0
  80552647 3989775981       17      0
  80707626 1088292783        1      0
  80913291 2405353230        1      0
  81153872 3735058625        1      0
  81294227 1563081147        3      0
  81651412 3168809201       54      0
  81719757 1626006759        1      0
  81856248  591451270        1      0
  81986536 2688886208        5      0
  82140549  808448724        1      0
  82310539  902751484      135      0
  82457440  728613160       44      0
  82544732 1370959932        1      0
  82732447 4142797061        6      0
  83010407  781847554        3      0
  83079562 3383125741        2      0
  83216881 1788262639        1      0
  83235167 3148731259        1      0
  83394439 2808481405        8      0
  83621243 4286016590        1      0
  83853815 3710881960       51      0
  84589937 1264026091        3      0
  84643785 1363935445        1      0
  85073766 3839264082        1      0
  85463200 4137635035        1      0
  86819987 1467600268        1      0
  86869099 3340749490        1      0
  87031165 3552522759        1      0
  87278340 2811895646        1      0
  87516721 3564599349        8      0
  87761472 2405220913       24      0
  87940263 3200149902        1      0
  87954968 2630512024        2      0
  88075732  437761192        6      0
  88421575 1716512584        1      0
  88551821  861764635        1      0
  88708625 1769235364       39      0
  89100121 3058488348        1      0
  89167476 4195880142        3      0
  89351312 2789901105        1      0
  89559202 1188404014        1      0
  90104010 1882584341        2      0
  90669900 2411639967        2      0
  90806387   81009382       41      0
  91614959 1214455858        3      0
  91930802 4002459476        1      0
  92094584 3051659815        2      0
  92246432  381342322        1      0
  92524293 1163184581      149      0
  92742161 3949590523       10      0
  92859414 4152763809       34      0
  92978493 1265512355        1      0
